trial_index,drug_name,Drug_MW,Drug_LogP,Drug_TPSA,surf_1_conc,surf_2_conc,surf_3_conc,drug_conc,surf_1,surf_2,surf_3,surf_conc,obj_surf_conc
148,IBP,0.2063,0.3073,0.0373,35,0,0,25.0,s1,s3,s6,35,
149,LOV,0.4045,0.4196,0.0728,29,0,0,25.0,s7,s3,s7,29,
150,DCF,0.2962,0.4364,0.0493,62,0,0,25.0,s1,s3,s6,62,
151,GLV,0.3528,0.281,0.0711,30,0,0,25.0,s1,s3,s7,30,
152,IBP,0.2063,0.3073,0.0373,11,0,0,25.0,s1,s3,s6,11,
153,LOV,0.4045,0.4196,0.0728,55,0,0,25.0,s1,s3,s6,55,
154,DCF,0.2962,0.4364,0.0493,12,0,0,25.0,s1,s3,s6,12,
155,GLV,0.3528,0.281,0.0711,42,0,0,25.0,s1,s8,s6,42,
